esrignss_h,esrignss_v,esrignss_l,esrignss_1,esrignss_a,esrignss_s,GlobalID,PointID,Notes,GlobalID_2,CreationDa,Creator,EditDate,Editor,Collected,DateCollec,Sample_Col,Point_ID,Series,POINT_X,POINT_Y,POINT_Z,POINT_M
0.000000000000000,0.000000000000000,32.434854976700002,-83.733724143299995,69.120000000000005,0,11d96199-483b-4b14-9af9-4fac1496b9c0,Perry P1,"AR at 168, Fill?",{6D0FB25F-2ECF-4185-9C9D-419D47853016},,mlt10722_USG,5/9/2024 0:00:00,mlt10722_USG, , , ,P1, ,-9321195.533900000154972,3820528.436600000131875,0.000000000000000,0.000000000000000
0.000000000000000,0.000000000000000,32.433419946699999,-83.733686256699997,77.879999999999995,0,264bde59-ef38-44ed-8ade-d369f3ad6a02,P2,"May be Orangeburg, not Lucy",{CCF65BAA-C31B-49DD-A73E-1286F0562CAF},,mlt10722_USG,5/9/2024 0:00:00,mlt10722_USG, , , ,P2, ,-9321191.316299999132752,3820339.165000000037253,0.000000000000000,0.000000000000000
0.000000000000000,0.000000000000000,32.436391700000001,-83.727517320000004,78.079999999999998,0,d326b06b-9fed-43ac-88ea-3c296ffc68c2,P3, ,{1DC178D5-1727-40E1-AEBA-4D9353326D18},,mlt10722_USG,5/9/2024 0:00:00,mlt10722_USG, , , ,P3, ,-9320504.593399999663234,3820731.124199999962002,0.000000000000000,0.000000000000000
0.000000000000000,0.000000000000000,32.432215996700002,-83.729630093300003,73.099999999999994,0,1e4686d6-8327-4878-b07e-564423b51ff0,P4,"Mapped as Lucy, we think it should be Orangeburg",{7A81BAE2-4AAE-442E-9534-5CF30704DC50},,mlt10722_USG,5/9/2024 0:00:00,mlt10722_USG, , , ,P4, ,-9320739.786299999803305,3820180.373800000175834,0.000000000000000,0.000000000000000
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{B766188E-79AD-49DB-9451-741EEFC68F8E}, , ,{D3583BC3-660E-4499-8FFC-C02EBC066C10},,mlt10722_USG,4/16/2025 0:00:00,mrw78462_USG,May 1, , ,1, ,-9321426.955399999395013,3819974.846100000198931,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{59C2B393-B6C5-414C-BF5B-284CA9CB29AC}, , ,{691957CA-DE7B-4804-9420-4F605CC1649B},,mlt10722_USG,4/16/2025 0:00:00,mrw78462_USG,May 1, , ,2, ,-9321270.144999999552965,3819978.882799999788404,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{FF0C7434-B2A0-418B-BD93-C946AD54C2DD}, ,Red feature east of here. Soils are red. See imagery,{F05B8841-FB7C-498F-A0DE-3A283A12A488},,mlt10722_USG,4/16/2025 0:00:00,mrw78462_USG,May 1, , ,3, ,-9321113.334400000050664,3819982.917499999981374,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{344F9AA9-3C12-4A5E-99E8-67DBD66086F6}, , ,{1F3619E4-DD9A-4727-A3C9-9D048A7F8214},,mlt10722_USG,4/17/2025 0:00:00,mrw78462_USG,May 1, , ,4, ,-9320956.523600000888109,3819986.950000000186265,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{E2B10DF6-068C-4551-89D1-3A9855DC5F35}, , ,{7E2F0EDF-3964-44BA-8B1F-4104AC553AD8},,mlt10722_USG,4/17/2025 0:00:00,mrw78462_USG,May 1, , ,5, ,-9320799.712600000202656,3819990.980500000063330,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{707EC766-606A-470A-9BEB-9C3C02A6E602}, , ,{7C5A2F65-841E-4F83-9A91-EC47F3D75CDB},,mlt10722_USG,4/17/2025 0:00:00,mrw78462_USG,May 1, , ,6, ,-9320642.901300000026822,3819995.009000000078231,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{E0D95930-70CB-4CD0-9C5D-6F71EB08EF4C}, ,15 ft from standing water,{98EA7F7B-BC35-4298-BDBB-196AAB5C910E},,mlt10722_USG,4/17/2025 0:00:00,mrw78462_USG,May 1, , ,7, ,-9320486.089700000360608,3819999.035300000105053,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{A05C69D5-4F4B-489E-9E08-ABF41F8B5522}, , ,{63168709-D443-40D5-9253-3D7C9FFEF7C6},,mlt10722_USG,4/30/2025 0:00:00,mrw78462_USG,May 1, , ,8, ,-9320329.278000000864267,3820003.059599999804050,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{286FDE55-AA9A-4DD1-B7A6-8C60106552E0}, , ,{B0A8E0DA-DD71-4FA5-91DF-B3014F49DC6E},,mlt10722_USG,4/30/2025 0:00:00,mrw78462_USG,May 1, , ,9, ,-9320172.466000000014901,3820007.081799999810755,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{9CA5DB5E-956A-403C-8CFB-AB9B6742CD98}, , ,{46D8F99E-4539-44C8-93C9-BE7FF869E8D9},,mlt10722_USG,4/16/2025 0:00:00,mrw78462_USG,May 1, , ,10, ,-9321430.099999999627471,3820098.143099999986589,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{BCE84CDB-4FFA-4D57-82F3-2B6A850AFD43}, , ,{4ED6DBBC-34CC-498A-BB99-F1A4CBB4ACD8},,mlt10722_USG,4/16/2025 0:00:00,mrw78462_USG,May 1, , ,11, ,-9321273.288000000640750,3820102.180099999997765,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{8697EE2C-C2FD-4B9B-A1A5-13DE7E9AE601}, , ,{91BCD462-2A49-470B-94D2-253FE063B0B2},,mlt10722_USG,4/16/2025 0:00:00,mrw78462_USG,May 1, , ,12, ,-9321116.475800000131130,3820106.214900000020862,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{9353A320-0476-4D1E-9B8E-FF3B4B9B8E87}, , ,{A226FCBC-63E5-40E7-9753-62F6879302F5},,mlt10722_USG,4/17/2025 0:00:00,mrw78462_USG,May 1, , ,13, ,-9320959.663300000131130,3820110.247700000181794,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{0BB47610-C18F-4145-B75A-ACC44CF187D1}, , ,{571BABBA-A3B3-4EF2-9C77-A7CD446ED3F8},,mlt10722_USG,4/17/2025 0:00:00,mrw78462_USG,May 1, , ,14, ,-9320802.850700000301003,3820114.278400000184774,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{0961C760-1B9D-4C3E-BC2E-E1CDFC2E7710}, , ,{019E8BAA-04C0-48D6-9D83-B6AE4DA27B5F},,mlt10722_USG,4/17/2025 0:00:00,mlt10722_USG,May 1, , ,15, ,-9320646.037799999117851,3820118.307000000029802,0.000000000000000,nan
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,{94EF3A64-EEE2-42EE-BC3C-12F6563F212D}, , ,{32BC1BD6-11F4-4347-85EB-A27123E79B9A},,mlt10722_USG,4/30/2025 0:00:00,mrw78462_USG,May 1, , ,16, ,-9320489.224600000306964,3820122.333500000182539,0.000000000000000,nan
