Lab,Site ,Year,Sample,Lat. ,Long. ,LBC 1,LBCeq,pH 2,Ca,K,Mg,Mn,P,Zn
41952,Watkinsville ,2021,"4-8, Site 31",33.89407,-83.42657,284,824,5.94,872,180.1,147.9,42.5,49.88,1.76
41953,Watkinsville ,2021,"4-8, Site 32",33.89434,-83.42376,298,864,6.01,780,203.3,151.0,21.4,19.48,1.36
41954,Watkinsville ,2021,"4-8, Site 33",33.89415,-83.42438,320,928,5.95,963,170.8,197.6,25.8,8.26,2.03
41955,Watkinsville ,2021,"4-8, Site 34",33.89393,-83.42504,392,1137,5.92,1109,145.4,214.5,24.6,7.08,1.19
41956,Watkinsville ,2021,"4-8, Site 35",33.89377,-83.42575,341,989,5.65,878,145.0,205.0,25.0,8.93,1.64
41957,Watkinsville ,2021,"A, Site 1",33.89703,-83.42491,252,731,5.93,751,116.1,128.6,41.7,41.59,1.68
41958,Watkinsville ,2021,"A, Site 2",33.89683,-83.42558,416,1206,5.72,1571,506.4,199.5,31.9,60.04,7.93
41959,Watkinsville ,2021,"A, Site 3",33.89662,-83.42623,751,2178,5.42,1928,596.5,258.6,40.3,88.16,11.09
41960,Watkinsville ,2021,"A, Site 4",33.89643,-83.42691,356,1032,4.82,356,226.6,58.4,44.3,56.18,4.24
41961,Watkinsville ,2021,"A, Site 5",33.89626,-83.42753,466,1351,5.39,1181,159.8,148.7,57.4,103.42,5.77
41962,Watkinsville ,2021,"A, Site 6",33.89605,-83.42814,352,1021,6.31,1592,326.0,215.5,35.4,16.06,3.25
41963,Watkinsville ,2021,"A, Site 7",33.89585,-83.4288,304,882,6.00,900,130.8,127.1,44.5,40.93,1.38
41964,Watkinsville ,2021,"A, Site 8",33.89646,-83.42472,236,678,5.95,920,154.5,125.0,16.8,16.75,1.51
41965,Watkinsville ,2021,"A, Site 9",33.89627,-83.4253,468,1357,6.01,1702,532.4,277.8,41.9,86.67,5.37
41966,Watkinsville ,2021,"A, Site 10",33.89609,-83.42598,349,1012,5.86,1157,252.0,195.0,23.8,16.71,3.83
41967,Watkinsville ,2021,"A, Site 11",33.89589,-83.42663,425,1233,5.62,1070,340.8,247.8,26.0,34.96,3.74
41968,Watkinsville ,2021,"A, Site 12",33.89572,-83.42726,351,1018,5.74,762,229.8,182.0,41.0,19.08,4.15
41969,Watkinsville ,2021,"A, Site 13",33.89554,-83.42793,254,737,6.17,1061,68.1,133.9,45.8,19.12,1.17
41970,Watkinsville ,2021,"A, Site 14",33.89528,-83.42861,368,1067,6.16,1801,200.7,311.8,35.3,10.22,2.32
41971,Watkinsville ,2021,"A, Site 15",33.89596,-83.424484,215,601,5.76,521,125.1,82.9,17.3,46.48,1.18
41972,Watkinsville ,2021,"A, Site 16",33.89575,-83.42506,398,1154,5.76,980,330.2,250.1,28.0,76.86,7.29
41973,Watkinsville ,2021,"A, Site 17",33.89555,-83.42576,385,1117,5.80,743,396.4,121.1,32.3,68.96,2.93
41974,Watkinsville ,2021,"A, Site 18",33.89535,-83.42642,395,1146,6.00,1251,496.1,242.7,113.7,38.48,3.90
41975,Watkinsville ,2021,"A, Site 19",33.89517,-83.42705,497,1441,5.94,1429,160.3,286.0,34.7,10.94,3.37
41976,Watkinsville ,2021,"A, Site 20",33.89493,-83.42769,350,1015,5.83,1182,226.7,190.5,47.7,16.81,3.83
41977,Watkinsville ,2021,"A, Site 21",33.89543,-83.42423,407,1180,6.05,1604,277.3,282.3,24.5,40.08,2.72
41978,Watkinsville ,2021,"A, Site 22",33.89521,-83.42486,357,1035,5.32,715,197.3,133.1,32.2,30.05,2.28
41979,Watkinsville ,2021,"A, Site 23",33.89499,-83.42547,392,1137,5.41,718,225.4,142.8,12.8,4.52,1.01
41980,Watkinsville ,2021,"A, Site 24",33.89485,-83.42617,386,1119,6.10,1105,396.5,251.3,59.2,57.84,5.53
41981,Watkinsville ,2021,"A, Site 25",33.89459,-83.42681,346,1003,5.32,307,140.9,110.5,71.2,14.77,1.73
41982,Watkinsville ,2021,"A, Site 26",33.89445,-83.42743,283,821,5.83,707,137.3,123.5,34.5,62.30,1.77
41983,Watkinsville ,2021,"A, Site 27",33.89487,-83.42398,365,1059,5.49,722,179.0,130.3,19.7,28.61,2.09
41984,Watkinsville ,2021,"A, Site 28",33.8947,-83.42459,368,1067,5.24,860,149.3,161.1,33.6,36.23,3.96
41985,Watkinsville ,2021,"A, Site 29",33.89448,-83.42529,342,992,5.73,768,288.7,187.1,28.0,19.52,3.06
41986,Watkinsville ,2021,"A, Site 30",33.89432,-83.42592,373,1082,5.61,921,191.7,240.8,65.9,34.46,4.17
41987,Watkinsville ,2021,"A, Site 31",33.89407,-83.42657,323,937,6.04,1054,179.2,201.1,30.5,34.65,3.82
41988,Watkinsville ,2021,"A, Site 32",33.89434,-83.42376,330,957,5.89,1032,150.5,197.8,22.8,38.29,4.27
41989,Watkinsville ,2021,"A, Site 33",33.89415,-83.42438,406,1177,5.72,960,140.9,201.6,29.9,25.61,7.59
41990,Watkinsville ,2021,"A, Site 34",33.89393,-83.42504,414,1201,5.53,849,137.9,172.3,19.7,15.87,0.80
41991,Watkinsville ,2021,"A, Site 35",33.89377,-83.42575,377,1093,5.59,938,212.6,222.3,30.0,21.60,4.39
41992,Watkinsville ,2021,"B, Site 1",33.89703,-83.42491,293,850,6.16,1675,147.0,236.0,69.9,48.86,4.86
41993,Watkinsville ,2021,"B, Site 2",33.89683,-83.42558,370,1073,5.79,1463,342.6,302.1,34.3,90.00,12.72
41994,Watkinsville ,2021,"B, Site 3",33.89662,-83.42623,534,1549,5.46,2017,483.5,299.6,55.3,125.15,15.95
41995,Watkinsville ,2021,"B, Site 4",33.89643,-83.42691,533,1546,5.29,837,366.2,169.6,88.5,67.81,9.05
41996,Watkinsville ,2021,"B, Site 5",33.89626,-83.42753,412,1195,5.90,2048,290.9,332.2,71.4,47.60,9.20
41997,Watkinsville ,2021,"B, Site 6",33.89605,-83.42814,323,937,5.78,1335,251.8,253.5,46.9,19.20,4.30
41998,Watkinsville ,2021,"B, Site 7",33.89585,-83.4288,377,1093,6.22,1607,263.4,343.0,69.9,53.89,7.14
41999,Watkinsville ,2021,"B, Site 8",33.89646,-83.42472,220,619,6.23,1245,211.4,212.0,30.4,38.55,4.31
42000,Watkinsville ,2021,"B, Site 9",33.89627,-83.4253,336,974,5.93,1589,293.8,256.5,40.4,52.22,4.42
42001,Watkinsville ,2021,"B, Site 10",33.89609,-83.42598,412,1195,5.68,1453,139.9,232.5,40.3,21.63,3.98
42002,Watkinsville ,2021,"B, Site 11",33.89589,-83.42663,332,963,5.56,906,565.3,197.3,38.8,39.76,7.23
42003,Watkinsville ,2021,"B, Site 12",33.89572,-83.42726,371,1076,5.15,619,230.3,140.3,60.4,25.82,8.09
42004,Watkinsville ,2021,"B, Site 13",33.89554,-83.42793,257,745,6.05,1071,308.3,230.6,60.3,57.17,11.07
42005,Watkinsville ,2021,"B, Site 14",33.89528,-83.42861,333,966,6.20,1999,225.3,252.8,43.8,22.17,3.35
42006,Watkinsville ,2021,"B, Site 15",33.89596,-83.424484,344,998,5.98,1626,188.8,251.2,54.5,53.45,6.95
42007,Watkinsville ,2021,"B, Site 16",33.89575,-83.42506,363,1053,5.45,1019,326.0,186.5,26.6,40.95,4.74
42008,Watkinsville ,2021,"B, Site 17",33.89555,-83.42576,440,1276,5.69,1431,302.4,298.1,61.3,71.11,8.41
42009,Watkinsville ,2021,"B, Site 18",33.89535,-83.42642,345,1001,5.68,1047,178.5,236.1,96.3,15.76,4.26
42010,Watkinsville ,2021,"B, Site 19",33.89517,-83.42705,276,800,5.85,1161,83.2,210.7,60.4,7.68,2.24
42011,Watkinsville ,2021,"B, Site 20",33.89493,-83.42769,382,1108,5.65,1347,145.2,226.6,68.3,13.98,4.08
42012,Watkinsville ,2021,"B, Site 21",33.89543,-83.42423,365,1059,6.07,2018,836.1,314.3,36.6,61.67,4.37
42013,Watkinsville ,2021,"B, Site 22",33.89521,-83.42486,396,1148,5.64,1556,359.5,273.8,55.9,36.16,3.32
42014,Watkinsville ,2021,"B, Site 23",33.89499,-83.42547,334,969,5.70,1029,263.0,213.0,32.1,22.95,2.84
42015,Watkinsville ,2021,"B, Site 24",33.89485,-83.42617,264,766,5.94,1178,238.3,262.2,49.1,73.57,4.40
42016,Watkinsville ,2021,"B, Site 25",33.89459,-83.42681,296,858,5.86,1075,286.3,282.7,81.9,25.35,4.06
42017,Watkinsville ,2021,"B, Site 26",33.89445,-83.42743,267,774,6.07,1265,269.2,262.4,69.5,38.13,4.19
42018,Watkinsville ,2021,"B, Site 27",33.89487,-83.42398,432,1253,5.77,1948,370.0,355.6,59.6,79.41,11.46
42019,Watkinsville ,2021,"B, Site 28",33.8947,-83.42459,349,1012,5.45,857,277.9,183.6,41.7,44.52,4.89
42020,Watkinsville ,2021,"B, Site 29",33.89448,-83.42529,303,879,5.67,915,275.0,240.9,43.8,23.19,3.91
42021,Watkinsville ,2021,"B, Site 30",33.89432,-83.42592,267,774,6.09,1219,266.2,291.7,54.7,38.64,5.71
42022,Watkinsville ,2021,"B, Site 31",33.89407,-83.42657,332,963,5.71,1166,137.1,202.2,50.5,59.98,6.03
42023,Watkinsville ,2021,"B, Site 32",33.89434,-83.42376,405,1175,5.56,1471,272.3,249.4,48.0,71.85,11.79
42024,Watkinsville ,2021,"B, Site 33",33.89415,-83.42438,450,1305,5.37,1072,180.3,220.2,40.0,46.38,7.52
42025,Watkinsville ,2021,"B, Site 34",33.89393,-83.42504,528,1531,5.51,2655,492.4,467.4,50.1,95.01,20.17
42026,Watkinsville ,2021,"B, Site 35",33.89377,-83.42575,349,1012,5.59,1136,309.1,271.2,48.9,13.86,3.93
